"pp","age","gender","duration","consent","iphone","installed_whatsapp","installed_facebook","installed_messenger","installed_instagram","installed_snapchat","instructions_timer","attention_check","app","rating","timer","category"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","messenger",100,5.085,"low"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","messenger1",100,2.424,"high"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","notes",-100,2.736,"neutral"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","settings",-100,2.34,"neutral"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","snapchat",70,2.945,"low"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","snapchat1",65,2.988,"high"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","weather",-97,3.283,"neutral"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","whatsapp",36,2.776,"low"
"82",19,"Male",163,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",51.69,"No","whatsapp1",63,3.514,"high"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","calculator",-57,2.012,"neutral"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","clock",34,4.929,"neutral"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","facebook",-38,3.431,"low"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","facebook1",-60,2.562,"high"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","instagram",100,1.757,"low"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","instagram1",58,2.456,"high"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","messenger",51,5.251,"low"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","messenger1",82,3.274,"high"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","notes",54,3.937,"neutral"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","settings",-86,2.602,"neutral"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","snapchat",83,1.827,"low"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","snapchat1",34,2.943,"high"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","weather",-47,5.095,"neutral"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","whatsapp",66,2.891,"low"
"83",21,"Female",115,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.138,"No","whatsapp1",95,2.112,"high"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","calculator",0,3.774,"neutral"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","clock",0,1.997,"neutral"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","facebook",44,5.988,"low"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","facebook1",47,2.82,"high"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","instagram",0,7.268,"low"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","instagram1",0,2.3,"high"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","messenger",78,2.3,"low"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","messenger1",41,2.485,"high"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","notes",-20,3.89,"neutral"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","settings",0,4.849,"neutral"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","snapchat",100,3.144,"low"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","snapchat1",100,3.644,"high"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","weather",0,1.998,"neutral"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","whatsapp",0,3.793,"low"
"84",25,"Male",196,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",24.786,"No","whatsapp1",21,2.972,"high"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","calculator",77,5.676,"neutral"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","clock",52,5.819,"neutral"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","facebook",25,6.936,"low"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","facebook1",31,4.677,"high"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","instagram",82,7.447,"low"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","instagram1",79,6.835,"high"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","messenger",76,5.655,"low"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","messenger1",56,7.359,"high"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","notes",37,6.974,"neutral"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","settings",100,6.28,"neutral"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","snapchat",-48,8.695,"low"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","snapchat1",-48,4.001,"high"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","weather",-3,13.288,"neutral"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","whatsapp",-43,5.228,"low"
"85",23,"Male",318,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",22.996,"No","whatsapp1",-57,5.11,"high"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","calculator",-100,3.436,"neutral"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","clock",68,3.829,"neutral"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","facebook",45,2.61,"low"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","facebook1",65,3.059,"high"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","instagram",75,5.349,"low"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","instagram1",100,36.29,"high"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","messenger",-69,3.27,"low"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","messenger1",-73,7.838,"high"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","notes",-47,3.602,"neutral"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","settings",-100,4.612,"neutral"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","snapchat",55,6.491,"low"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","snapchat1",34,21.42,"high"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","weather",36,2.959,"neutral"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","whatsapp",74,4.863,"low"
"86",23,"Female",301,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",25.07,"No","whatsapp1",68,2.961,"high"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","calculator",-21,5.178,"neutral"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","clock",0,10.006,"neutral"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","facebook",22,6.438,"low"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","facebook1",24,3.305,"high"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","instagram",100,5.688,"low"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","instagram1",100,6.641,"high"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","messenger",25,4.461,"low"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","messenger1",34,4.155,"high"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","notes",61,33.694,"neutral"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","settings",63,6.514,"neutral"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","snapchat",-100,4.266,"low"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","snapchat1",-100,4.626,"high"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","weather",59,6.594,"neutral"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","whatsapp",100,2.993,"low"
"87",25,"Female",208,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.991,"No","whatsapp1",100,2.001,"high"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","calculator",6,2.626,"neutral"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","clock",91,2.781,"neutral"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","facebook",28,2.912,"low"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","facebook1",51,3.506,"high"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","instagram",66,6.515,"low"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","instagram1",93,2.733,"high"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","messenger",59,4.388,"low"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","messenger1",60,5.159,"high"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","notes",-41,3.55,"neutral"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","settings",33,3.08,"neutral"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","snapchat",-100,2.525,"low"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","snapchat1",-97,2.639,"high"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","weather",31,3.371,"neutral"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","whatsapp",86,6.014,"low"
"88",23,"Male",116,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.702,"No","whatsapp1",86,2.808,"high"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","calculator",28,4.218,"neutral"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","clock",100,2.006,"neutral"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","facebook",-100,6.585,"low"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","facebook1",-100,3.389,"high"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","instagram",57,5.237,"low"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","instagram1",48,6.618,"high"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","messenger",-55,4.164,"low"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","messenger1",-49,6.571,"high"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","notes",100,2.532,"neutral"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","settings",-25,2.979,"neutral"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","snapchat",0,6.564,"low"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","snapchat1",-17,7.567,"high"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","weather",100,3.587,"neutral"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","whatsapp",18,2.532,"low"
"89",20,"Female",153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.466,"No","whatsapp1",16,5.124,"high"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","calculator",-40,4.283,"neutral"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","clock",-68,7.017,"neutral"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","facebook",70,3.486,"low"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","facebook1",25,5.636,"high"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","instagram",87,5.565,"low"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","instagram1",100,3.49,"high"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","messenger",66,7.783,"low"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","messenger1",100,2.349,"high"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","notes",100,5.659,"neutral"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","settings",-65,7.183,"neutral"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","snapchat",100,3.781,"low"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","snapchat1",100,4.039,"high"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","weather",41,4.292,"neutral"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","whatsapp",81,3.694,"low"
"90",24,"Female",177,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",43.38,"No","whatsapp1",100,3.019,"high"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","calculator",-100,5.797,"neutral"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","clock",-100,4.243,"neutral"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","facebook",-89,7.095,"low"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","facebook1",-64,4.518,"high"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","instagram",15,7.4,"low"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","instagram1",43,7.22,"high"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","messenger",-100,5.748,"low"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","messenger1",-67,5.088,"high"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","notes",-100,5.16,"neutral"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","settings",-100,5.363,"neutral"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","snapchat",89,6.119,"low"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","snapchat1",82,3.457,"high"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","weather",-81,7.315,"neutral"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","whatsapp",52,5.54,"low"
"91",18,"Male",187,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",48.455,"No","whatsapp1",81,5.268,"high"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","calculator",20,2.33,"neutral"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","clock",68,2.227,"neutral"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","facebook",-43,2.184,"low"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","facebook1",-32,3.436,"high"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","instagram",56,3.901,"low"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","instagram1",24,2.663,"high"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","messenger",-30,2.575,"low"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","messenger1",-31,3.357,"high"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","notes",87,2.403,"neutral"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","settings",-89,3.276,"neutral"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","snapchat",100,3.365,"low"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","snapchat1",100,3.635,"high"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","weather",-60,2.212,"neutral"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","whatsapp",37,3.627,"low"
"92",18,"Female",103,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",21.804,"No","whatsapp1",28,3.628,"high"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","calculator",-90,5.51,"neutral"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","clock",-51,4.156,"neutral"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","facebook",47,5.245,"low"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","facebook1",55,10.001,"high"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","instagram",100,3.5,"low"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","instagram1",100,2.953,"high"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","messenger",45,2.251,"low"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","messenger1",73,1.64,"high"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","notes",-34,4.315,"neutral"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","settings",-68,12.625,"neutral"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","snapchat",100,1.872,"low"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","snapchat1",88,1.925,"high"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","weather",10,4.3,"neutral"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","whatsapp",12,15.083,"low"
"93",25,"Female",156,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",35.417,"No","whatsapp1",77,1.778,"high"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","calculator",-81,7.913,"neutral"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","clock",30,5.6,"neutral"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","facebook",-52,3.588,"low"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","facebook1",-76,5.822,"high"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","instagram",15,4.641,"low"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","instagram1",59,11.112,"high"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","messenger",-78,10.532,"low"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","messenger1",43,9.193,"high"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","notes",45,8.646,"neutral"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","settings",-65,4.598,"neutral"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","snapchat",-27,3.96,"low"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","snapchat1",27,8.431,"high"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","weather",-79,4.276,"neutral"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","whatsapp",-57,3.806,"low"
"94",21,"Male",191,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",33.863,"No","whatsapp1",14,4.058,"high"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","calculator",69,3.921,"neutral"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","clock",86,3.996,"neutral"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","facebook",60,5.141,"low"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","facebook1",71,2.135,"high"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","instagram",40,6.097,"low"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","instagram1",87,2.825,"high"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","messenger",68,10.31,"low"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","messenger1",86,3.534,"high"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","notes",32,6.966,"neutral"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","settings",64,5.014,"neutral"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","snapchat",0,3.154,"low"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","snapchat1",86,4.537,"high"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","weather",-5,4.285,"neutral"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","whatsapp",1,3.649,"low"
"95",20,"Female",247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",52.588,"No","whatsapp1",88,4.382,"high"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","calculator",-35,4.051,"neutral"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","clock",-38,6.657,"neutral"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","facebook",66,5.653,"low"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","facebook1",81,5.802,"high"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","instagram",28,4.044,"low"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","instagram1",55,3.973,"high"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","messenger",35,7.232,"low"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","messenger1",62,3.402,"high"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","notes",-61,20.19,"neutral"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","settings",27,7.001,"neutral"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","snapchat",39,4.648,"low"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","snapchat1",46,3.778,"high"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","weather",22,4.118,"neutral"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","whatsapp",53,2.333,"low"
"96",19,"Female",315,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",141.055,"No","whatsapp1",82,6.329,"high"
"97",18,"Female",284,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",40.701,"No","calculator",25,10.014,"neutral"
"97",18,"Female",284,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",40.701,"No","clock",-63,9.156,"neutral"
"97",18,"Female",284,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",40.701,"No","facebook",-30,4.995,"low"
